entry,end,size,name,qualified_name,namespace,symbol_source,signature_source,signature,is_thunk,thunk_target,body_sha256,mnemonic_sha256,instruction_count,memory_block
0031d350,0031d37f,48,"FUN_0031d350","FUN_0031d350","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031d350(int param_1, int param_2)",false,"",5b59842699af9da9332c87c616fbcef3c2afe27b89c888a99931a64bd215ac91,3c3d801c7a350f2f54c186a8fb7757e9bc5f6f0bcc52187b3735f4299a628582,12,".text"
0031d380,0031d5ef,624,"LearnNewWazaOnCurrentLevel","pml::pokepara::CoreParam::LearnNewWazaOnCurrentLevel","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined8 __thiscall LearnNewWazaOnCurrentLevel(int * param_1, ushort * param_2, ushort * param_3)",false,"",edf9d428ad991a43db9a630578f7cf7886f2d0ca07e136007cd1f761ec8a1e1f,af1976c91e40b2b2b342c2fbc104c538f2896b850458d37442eeac95cc1febc1,156,".text"
0031d5f0,0031d633,68,"FUN_0031d5f0","FUN_0031d5f0","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031d5f0(int param_1, int param_2)",false,"",547f2160cae508fadfeecbeae325aa8aab917b75ee0675420a2afbd061c4a062,c65b5c1e340686d6d3a7f864e7d0ad0193b0b17adcf770878be55b0e1f0b3c22,17,".text"
0031d634,0031d6c3,144,"FUN_0031d634","FUN_0031d634","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031d634(int param_1)",false,"",122772d2a0c6768f3b43370f98e62b5a634713b1b214444b39a73bcf16bcfc8d,5620be78b8837b6be2fe749d382a4bc3c722558786ac71e48446354fc57c1dbf,36,".text"
0031d6c4,0031d72b,104,"AddExp","pml::pokepara::CoreParam::AddExp","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall AddExp(int param_1)",false,"",369909739ed9f279917b66249c79fadaf980a1bb5bf4d54643a38d22cb82910e,9cb2757341da11b601f978302afd9840419019afe966fa1c8c10a1bc7087b1e9,26,".text"
0031d72c,0031d843,280,"Evolve","pml::pokepara::CoreParam::Evolve","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall Evolve(uint param_1, uint param_2)",false,"",29e6efdb493fe30140c0a1a0520c709076f9763fc3d395bce58794649b67a346,1ed29b1894c1f4d0424a7f7e626b9f4e4c8cf504d693bfbd82dca6232198d7ad,70,".text"
0031d844,0031d883,64,"FUN_0031d844","FUN_0031d844","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031d844(CoreParam * param_1, uint param_2)",false,"",3ebf374e155dd7c1846d4130f11ec186511c5a412d5f136e981bee6ab2dc3ef2,f0a7eafd004f2054638c91dd67cd0cd04054cd68f7dac9f885bf3f3c09363810,16,".text"
0031d884,0031d8df,92,"SetExp","pml::pokepara::CoreParam::SetExp","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall SetExp(uint param_1)",false,"",2923d0d6bdbc89f46d7cc4df59a21d6be7d8b813181b1bc45060b7a0b4f433b4,d1a8c95036cd3e6f1c5c941faffde23be198618339f77967c109338614c99b04,23,".text"
0031d8e0,0031d983,164,"FUN_0031d8e0","FUN_0031d8e0","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031d8e0(CoreParam * param_1, int param_2)",false,"",0cc9f117af9a1da0d407b32ee935b4307f90bbd36b52dc009ed761dfd3d76ca6,9af0beaf08bb63d2f6d6c36fa7ac3b35b46d93fc2db82d53de36a0de03ce5a67,41,".text"
0031d984,0031d99f,28,"SetFeed","pml::pokepara::CoreParam::SetFeed","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall SetFeed(uint param_1)",false,"",75b02d2c1764de9f13683a4b6b39b8d72109fefd66e4432e0ecef2462eff7807,e16b15abaa3a0157fb3203d071a3b63cb9f2f513f27594d8e1709d9906fc0102,7,".text"
0031d9a0,0031d9a7,8,"SetItem","pml::pokepara::CoreParam::SetItem","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __cdecl SetItem(int param_1, undefined2 param_2)",false,"",5ca2006816de1d93f32419d7a40f0d0a303cc2b7f01a03f152928d54c0cba67b,d420f330e8cbd8b7a20fd83231f6edc4639a5301c43d14b68273cb7048d73f01,2,".text"
0031d9a8,0031d9af,8,"SetSick","pml::pokepara::CoreParam::SetSick","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __cdecl SetSick(int param_1, undefined4 param_2)",false,"",ea375c47bdcb74f8bb8eec2103157f9a9b3f4a6dc74e0c8baa418ded96009d6d,d420f330e8cbd8b7a20fd83231f6edc4639a5301c43d14b68273cb7048d73f01,2,".text"
0031d9b0,0031d9c3,20,"ForgetAndLearnWaza","NetApp::Evolution::APP_PARAM::ForgetAndLearnWaza","NetApp::Evolution::APP_PARAM",ANALYSIS,ANALYSIS,"undefined __thiscall ForgetAndLearnWaza(void)",false,"",f864da4c6c3794f8acdb2fa7200ef319d217c3417e788da6d9ee83d97d4b479d,23c62de57a1cc6ed24dec3ba6eb0152a85751649a0d44eae3027a9757b466dc7,5,".text"
0031d9c4,0031da37,116,"SetWaza","pml::pokepara::CoreParam::SetWaza","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall SetWaza(uint param_1, uint param_2, byte param_3)",false,"",39fd7443c585c3c9d55f0736824fd84725ba8f6b78c74423751cdc601b65c6f2,17881bcec19422579a8046c1a8ee8c0703b49b10e83f3b58099fdae7d3a8634d,29,".text"
0031da38,0031da7b,68,"FUN_0031da38","FUN_0031da38","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031da38(int param_1, uint param_2)",false,"",bfd6381ea21f201c3eda271a604daac91d8d0ea241ead6dbb56e2162a5666766,2e9395e935a9d90a17619077791b1d6c5984b279183e69e9b3d49994998ff32b,17,".text"
0031da7c,0031daab,48,"CopyFrom","pml::pokepara::CoreParam::CopyFrom","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall CopyFrom(int param_1, undefined4 param_2, byte param_3)",false,"",443761bb2aa428bb845ce060fa7b93c8559a29d2ad1b40706127ef108a1c3283,301ff42a94bc5a4dd8a1abcb3f22d94e8c3f8f8b09ec97aaf64ba32dd34c7c46,12,".text"
0031dab0,0031dc07,344,"PushWaza","pml::pokepara::CoreParam::PushWaza","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall PushWaza(uint param_1)",false,"",b438cc1efc3c70b8b1da3be140792c377982c466f72229d251f221919a932bfb,e0ad2e12970d49be0db0563c04b55c8847fc5ec46e3dc29a54ef97981aa70521,86,".text"
0031dc08,0031dccf,200,"FUN_0031dc08","FUN_0031dc08","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031dc08(int param_1, int * param_2)",false,"",d1ca8025789d1a053464e5b00c0e25cb7f3b979a1d763759121418405206a348,eddcd28b31b29f13a8884bf8088a4c8307aeaf0b702605b27f0719095d1c162f,50,".text"
0031dcd4,0031dd5f,140,"ChangeSex","pml::pokepara::CoreParam::ChangeSex","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall ChangeSex(uint param_1)",false,"",c0a86c0768a3114c14971dc6aeae2c475c0161fdac55749998be843279950ece,733c79fbf44c550b2a326b8bc6620b1d5405797cb345f6780c7d52fd224fa8a3,35,".text"
0031dd60,0031dd83,36,"ClearDirt","pml::pokepara::CoreParam::ClearDirt","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall ClearDirt(void)",false,"",a3022a0699eb9420c15584b21d6bdb8bd489e18ebb38e4fcdd0c38463a4ad4c7,58545be02b3aba41704513df88cdb5dac6eae9e086519bf3d4903c5918c364d1,9,".text"
0031dd84,0031ddbf,60,"RecoverHp","pml::pokepara::CoreParam::RecoverHp","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall RecoverHp(int param_1)",false,"",b5a695d10cc0c5556e9da3ce75f72ae5a315af87db343b12d580ff6678d9c11c,5cb0499f198ee89a215050d64065796c75afffc62be2e719b6e46b189fdbc653,15,".text"
0031ddc0,0031de0f,80,"SetWazaPP","pml::pokepara::CoreParam::SetWazaPP","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"undefined __thiscall SetWazaPP(uint param_1, uint param_2)",false,"",5afd6b9df9ba9872f7e926194f707edc1027e386a7a6f2d9802bb7488b93f1eb,767ae09e3d32f2a440fd7861e8e099b8de2090b9d226e22be93add16a566a256,20,".text"
0031de10,0031de6b,92,"CoreParam","pml::pokepara::CoreParam::CoreParam","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"CoreParam * __thiscall CoreParam(int * param_1)",false,"",af18b5d42a069c4ed175bf7036b2d689bba759d6807c0e19e1984382087e8a39,7abe67d72eda4ee8a47d99226a844b43deff5795df7ffbc26e541e2deac1cba3,23,".text"
0031de70,0031def3,132,"CoreParam","pml::pokepara::CoreParam::CoreParam","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"CoreParam * __thiscall CoreParam(int * param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5)",false,"",ad24e334f17a368b88f9f2c4205122d5c70dddff861106a78d4c49c3d96661b0,ce1631120b97605add672d801ada75560941eab99bcd6775941ac1f7f332c1a6,33,".text"
0031def8,0031df5f,104,"FUN_0031def8","FUN_0031def8","Global",DEFAULT,USER_DEFINED,"CoreParam * __stdcall FUN_0031def8(CoreParam * output, void * heap, pml_pokepara_EggConstructionData * input)",false,"",20c2ad1289ccceeb6c6e9013a9215826fc7b8881cc4175bea756f2e50f35ee68,53db6e23de0a5b58767dfd42b6c1f0745c9841e9e99410af56f5d9490b3fef48,26,".text"
0031df64,0031dfe3,128,"CoreParam","pml::pokepara::CoreParam::CoreParam","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"CoreParam * __thiscall CoreParam(int * param_1, int param_2)",false,"",5157bd4081d00d30e6f1e5932f3391b834cdcd1098f99657cb5849adc05c255d,f1f13700e778ebf1c55bdce3d891fead7e61f61d00cbf0c2fa4bd165ff65d890,32,".text"
0031dfec,0031e04f,100,"FUN_0031dfec","FUN_0031dfec","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031dfec(undefined4 * param_1)",false,"",4119aef2ad0f19663a7ba55d823d1aeb296bd9f14165aad0de4fa7d2cd51f9f5,ae91f930add03e196359bb6a6dcc3136b1179f25ed0bb7b0344dc059fd496599,25,".text"
0031e054,0031e057,4,"~PokemonParam","pml::pokepara::PokemonParam::~PokemonParam","pml::pokepara::PokemonParam",ANALYSIS,ANALYSIS,"PokemonParam * __thiscall ~PokemonParam(void)",false,"",71b1548a3867fe8e62a860f8010becb36b0386c9e97d552809cebccb9d93881d,dcd4108de81a2858f090b68125a8291e212ef2feceeeaa583a2c9e559966cb28,1,".text"
0031e058,0031e0b7,96,"~CoreParam","pml::pokepara::CoreParam::~CoreParam","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"CoreParam * __thiscall ~CoreParam(void)",false,"",ccb5eb9583db24f48962f787244f07e6cc3fe386f97024757b22e7cb0ad126c3,84673d6988aec497564c6fd932b71e96758d1b39a9a3dd690c514513f2f3c9e0,24,".text"
0031e0bc,0031e0f3,56,"GetWeather","pml::wazadata::GetWeather","pml::wazadata",ANALYSIS,ANALYSIS,"undefined4 __cdecl GetWeather(int param_1)",false,"",9f727085f4b789b6cd173ee544099ed4ad962c2a1b939d740ae57e03ef0909b2,1ab448f8ab9a31b6a6a4423c6d07a2445925406175c85b942b091659e30a7905,14,".text"
0031e0f4,0031e15f,108,"FUN_0031e0f4","FUN_0031e0f4","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031e0f4(int * param_1)",false,"",48ab5fb98585e4eef44024c21d0e3ec76e4a87cfedee7a56b9b11ee82d964efa,4a05afe2fe5b58e386da58e3e1a20dc081e8122e37f356a3ce90cfcd4fe83ef9,27,".text"
0031e168,0031e17b,20,"GetCategory","pml::wazadata::GetCategory","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetCategory(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",3d04d77aadfe7933a90f73bf3b52fc597b2d0cbfec8381a4508cd53e917dbe5d,598ca4a477328b87459659da65bbc3314d7f574afad7bf8a727e78bcb650c033,5,".text"
0031e17c,0031e1e7,108,"GetSickCont","pml::wazadata::GetSickCont","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetSickCont(uint param_1, undefined4 param_2, undefined4 param_3, uint param_4)",false,"",72f531effa07ccac7fae1e278332fcc5f6cbb0a48875663ee5681acecc957450,4aa197c6ec3def05c8f60b49c0365a0015fa03d0b81c355b2ef8bdae9d4742cb,27,".text"
0031e1e8,0031e1ff,24,"IsAlwaysHit","pml::wazadata::IsAlwaysHit","pml::wazadata",ANALYSIS,ANALYSIS,"bool __cdecl IsAlwaysHit(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",62537b7cc37718416f4a707719d2291a8b5900cd28c62874804dbfd218ff6a49,e9ba2fa6c40b87026d62c16f3dac719f07817621ecdfc0cba2c97da1e9f44ffb,6,".text"
0031e200,0031e213,20,"GetDamageType","pml::wazadata::GetDamageType","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetDamageType(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",2305253db3c59a860776c956d1ff89081540ccb8843db408d2386b043df03934,598ca4a477328b87459659da65bbc3314d7f574afad7bf8a727e78bcb650c033,5,".text"
0031e214,0031e287,116,"GetRankEffect","pml::wazadata::GetRankEffect","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetRankEffect(uint param_1, uint param_2, undefined4 * param_3, byte param_4)",false,"",cdf972420d9da70a6910d1b936a27903f47512fc4068fdf114fcdaae5c203d4c,1359ef0afbc0ca78d220732f2006bca3ebaa23ccd51712697953ce781cd55c8d,29,".text"
0031e288,0031e303,124,"FUN_0031e288","FUN_0031e288","Global",DEFAULT,ANALYSIS,"uint __stdcall FUN_0031e288(int param_1, int param_2, undefined4 param_3, byte param_4)",false,"",c0e3771e9918f3e40bfeeb9b3beb7b4cd5a6d7ad602828183446f6a8781c268f,e8de484818e4ed75680ca9e37654a3298367586911643a75e1f86aa94ef99be7,31,".text"
0031e304,0031e37b,120,"FUN_0031e304","FUN_0031e304","Global",DEFAULT,ANALYSIS,"undefined4 * __stdcall FUN_0031e304(undefined4 * param_1, int * param_2, uint param_3)",false,"",8d51950b8e8e76e1712195a3e5389f648aa84716715b9c89fb122b284d42231f,5b692ba24b07732465b6088c608eb9be2ef668fcd7abf80a3aabff394a630fdf,30,".text"
0031e3e4,0031e43f,92,"FUN_0031e3e4","FUN_0031e3e4","Global",DEFAULT,ANALYSIS,"undefined4 * __stdcall FUN_0031e3e4(undefined4 * param_1)",false,"",e93678a24d1cc1cc25065f01181e21113b496176fe5f2a8456d2dc1c3ac814b3,aab14e2f44ed29d5e09b918088430537fb60969a12d4434d59120fd97373c043,23,".text"
0031e444,0031e457,20,"GetZenryokuWazaNo","pml::wazadata::GetZenryokuWazaNo","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetZenryokuWazaNo(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",437afbc9088d3e76e468134c4678ee905566773309c4e161e74e44490d5dd2cf,00de87d32639d6354eba33fd457e869bf584a11ec1a50d859e434a95104bb3b8,5,".text"
0031e458,0031e493,60,"GetRankEffectCount","pml::wazadata::GetRankEffectCount","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetRankEffectCount(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",7c4c0304d3bb34ec8ded87791e5e40da41ec791028c69d6c5de8596b09c1d94a,747c5fa7af201090e631833dcb53ac0cb90bba22a4f58fcaafbcdd5a3650e0b8,15,".text"
0031e494,0031e4a7,20,"GetZenryokuWazaEffect","pml::wazadata::GetZenryokuWazaEffect","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetZenryokuWazaEffect(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",677a6d1494c46e5a82196850547d82bafd4ef599a8eb645adae71d827011c470,598ca4a477328b87459659da65bbc3314d7f574afad7bf8a727e78bcb650c033,5,".text"
0031e4a8,004936cb,144,"GetFlag","pml::wazadata::GetFlag","pml::wazadata",ANALYSIS,ANALYSIS,"bool __cdecl GetFlag(uint param_1, uint param_2, undefined4 param_3, byte param_4)",false,"",0d89ccb48fdcaf2833ee15d48b804cf9bed70e9585853b6ec67ed4458b868a80,57583d900404e2e17714f73fafc0eacda67740bc82813f7d4aa2a65c44cd56da,36,".text"
0031e524,0031e537,20,"GetType","pml::wazadata::GetType","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetType(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",b3e36831e4cc43149f6b8bd705d5191a10f45351a70d807c576ce2414159c9e2,598ca4a477328b87459659da65bbc3314d7f574afad7bf8a727e78bcb650c033,5,".text"
0031e538,0031e923,184,"FUN_0031e538","FUN_0031e538","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031e538(void)",false,"",68eb0784ba790790073f96c9fc7a1ba8f1d6aa475f30d5d1ef9272fea8d13eea,8c5bc58cb0162aeb256f4e9369df7c6589a16a3aa18a9148e74f41e319e0b933,46,".text"
0031e588,0031e5bb,52,"GetWazaMaxPP","pml::pokepara::CoreParam::GetWazaMaxPP","pml::pokepara::CoreParam",ANALYSIS,ANALYSIS,"uint __thiscall GetWazaMaxPP(uint param_1)",false,"",f51e69f1e4bdb9d09f318a361d820118bd13743739b016838262613be252a014,8ef42aaa0071d7e46d698205abe9220d5f6c4371488352639efa9e7652630809,13,".text"
0031e5bc,0031e5f7,60,"GetMaxPP","pml::wazadata::GetMaxPP","pml::wazadata",ANALYSIS,ANALYSIS,"uint __cdecl GetMaxPP(uint param_1, uint param_2, undefined4 param_3, byte param_4)",false,"",92f7f9a97bd901f9587d83d19f15a1f24011e632cb462a3484a679bef9fd2284,b441452874ea8dab894eed30a5492ca44eb281c2f8e0d532cbabdec638e5f23f,15,".text"
0031e5fc,0049396b,632,"GetParam","pml::wazadata::GetParam","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetParam(uint param_1, uint param_2, undefined4 param_3, byte param_4)",false,"",e4b52fdff3ede736dea20f6094494858dba3e7c0899bf55d1caf79ba02a6d4be,07f9342227995ac8353aed1dd063b2b2defba0b08f388b6e94f8ef049c9e9413,158,".text"
0031e694,0031e6a7,20,"GetPower","pml::wazadata::GetPower","pml::wazadata",ANALYSIS,ANALYSIS,"ulonglong __cdecl GetPower(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",f0e3194b43a571c5598a9578bb695c6e350897a168a8ca248904899a406a04da,00de87d32639d6354eba33fd457e869bf584a11ec1a50d859e434a95104bb3b8,5,".text"
0031e6a8,0031e6bf,24,"IsDamage","pml::wazadata::IsDamage","pml::wazadata",ANALYSIS,ANALYSIS,"bool __cdecl IsDamage(uint param_1, undefined4 param_2, undefined4 param_3, byte param_4)",false,"",3a9269342feb9e69f31f1c14a6f9970f3e3b44eb5100886bf2de55d78d27fa53,e9ba2fa6c40b87026d62c16f3dac719f07817621ecdfc0cba2c97da1e9f44ffb,6,".text"
0031e6c0,0031e8af,496,"FUN_0031e6c0","FUN_0031e6c0","Global",DEFAULT,ANALYSIS,"int * __stdcall FUN_0031e6c0(int * param_1, undefined4 param_2)",false,"",434aaaf9814c4d56df4c41fdc1664077796d139e9b0716402d07161dbef3e98d,595771b10953dd999c3971af0420582408e331a5ff76a05a5287c620819d7800,124,".text"
0031e92c,0031e993,104,"FUN_0031e92c","FUN_0031e92c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031e92c(int param_1, uint param_2)",false,"",9282bae19ddbfdd76cd57f91526b81861d4b82e64a03779d6fe698b12af36d07,811bc64d730b327f64d52bc300801986457ffddd8f430a28b5bcefb045bd1abf,26,".text"
0031e998,0031e9cf,56,"FUN_0031e998","FUN_0031e998","Global",DEFAULT,ANALYSIS,"undefined4 * __stdcall FUN_0031e998(undefined4 * param_1, int * param_2)",false,"",293c36865de7fef14c837cb346209d67da9307955958341464f71b59fbf18ae5,1a1108d59101d566ffd4581c8565a61ef52ab553538b8d93444357ab6c8a5302,14,".text"
0031ea20,0031ea73,84,"FUN_0031ea20","FUN_0031ea20","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031ea20(int param_1)",false,"",6445ab8c7c27a96d04d9d2e9943f2b9abe5e3feca66d8c16873af24e4a373735,2aa6f64cf969d7222daf4c651d2b31563fe5d4cb175f56d41d10b9445c04f545,21,".text"
0031ea74,0031ebdb,360,"RemoveMember","pml::PokeParty::RemoveMember","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined __thiscall RemoveMember(uint param_1)",false,"",d4c481cece966ea123ce71a9c2d0474216d54b0c5946a05ca8802f858cb6541b,2cfa8a3bb6ff272fd896cf9df817bf551dadf77c75cf61d848ec79f27a40de08,90,".text"
0031ebdc,0031ecab,208,"ReplaceMember","pml::PokeParty::ReplaceMember","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined __thiscall ReplaceMember(uint param_1, CoreParam * param_2)",false,"",3041e1eb42a931bf1691fa7d5b96c0c21e5fc6e9cfdd53fdd9d14f33bf8c5c41,7c93e9772f17f5189d1ab0c4d7056cf4c1aa4c84e5afd13070e682d5daa569c6,52,".text"
0031ecac,0031ed27,124,"DeserializeCore","pml::PokeParty::DeserializeCore","pml::PokeParty",ANALYSIS,ANALYSIS,"PokeParty __thiscall DeserializeCore(PokeParty * this, int param_2)",false,"",09bab0f0efb60fa009686627efcfe286fedea6b7b08afe4a2a75844c47167140,608e214f64a92a99d03a7d6cc6f8752a472a7532babf6bc005359e868ea5a73b,31,".text"
0031ed28,0031ed5f,56,"SetCommVsTrainer","BattleInst::BattleInst::SetCommVsTrainer","BattleInst::BattleInst",ANALYSIS,ANALYSIS,"undefined1 __thiscall SetCommVsTrainer(undefined4 * param_1)",false,"",85cb235d551b89b7e7575245e55e6df502d2ec0010a6f1269deb3d43de7cc855,ed8bb5d35f0ee0443842ba3c1c1d650cb9d22dfb657635dbb9a82a1415c1e93b,14,".text"
0031ed60,0031edf7,152,"FUN_0031ed60","FUN_0031ed60","Global",DEFAULT,ANALYSIS,"undefined1 __stdcall FUN_0031ed60(int param_1, int param_2, undefined4 param_3, undefined4 param_4)",false,"",fa116293e3b66f5177dc28a123f65e4f17cad7718b36d475150420ba4444f6a7,effeb23c07607d01615c5953d29b7ab202e2c3304d7b70fbbc64fcfc954b49be,38,".text"
0031edf8,0031ef07,272,"FUN_0031edf8","FUN_0031edf8","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031edf8(int param_1, uint param_2, uint param_3)",false,"",1309e1c8b8c36d69e1d2b23521bc73c17ebccb0182e66e60d60f7d84064be9ea,0393aa4153e11fd501017bedb9cac25627c186b292a82bd9ba651b7c6b08d99f,68,".text"
0031ef08,0031ef2f,40,"GetMemberPointer","pml::PokeParty::GetMemberPointer","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined4 __thiscall GetMemberPointer(uint param_1)",false,"",b412c31ee5f02d1771f62a86f654713a8092b6074ab07418538c03210ce82225,5c92598c37a1727aae8bfac8f85855e9f3f74fab5db50bd990cc4ff6a602bbf5,10,".text"
0031ef30,0031efaf,128,"FUN_0031ef30","FUN_0031ef30","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_0031ef30(int param_1)",false,"",523f1d549e39065e2c20d5188e51ae4c73f41a8b4a7abe80ff8be4ac305e807f,5fe10cbf65805db42cbff9f0b6cd54ee5341206979def3df50cbb10bccdeb4c6,32,".text"
0031efb0,0031f09b,236,"FUN_0031efb0","FUN_0031efb0","Global",DEFAULT,ANALYSIS,"undefined4 __stdcall FUN_0031efb0(undefined4 * param_1)",false,"",f59469e3f06fadba15e7751b732410e2c75c12c9b7bd423490e87f5e3e434b85,bc2a9211461b14162bdb16bf965617c0cab4fa70244eff5f90af2312d023b599,59,".text"
0031f09c,0031f0f3,88,"FUN_0031f09c","FUN_0031f09c","Global",DEFAULT,ANALYSIS,"undefined __stdcall FUN_0031f09c(int param_1, uint param_2)",false,"",06143f56045b5985562865676846c0b1c9f05821da1a7054289482365e4ce71a,660974f4fb4e1f1c84d6e7cf2131da46fa9932899112e3ef1c869447243b9c80,22,".text"
0031f0f4,0031f153,96,"DeserializeFromShortStruct","pml::PokeParty::DeserializeFromShortStruct","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined __thiscall DeserializeFromShortStruct(int param_1)",false,"",51601998e68fd7bc222d2fe1e2385810383f5c2c2d18eea73b3eb1a489d73433,10a44fcbd48c87bc4cfda531f551f032d12326da3b38dfee89fe060cffb61586,24,".text"
0031f154,0031f15b,8,"GetSerializeShortStructSize","pml::PokeParty::GetSerializeShortStructSize","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined4 __stdcall GetSerializeShortStructSize(void)",false,"",5c2a59651a713d4c2af27ca95d9f493947dd84cc91a28b03d0ea67385d6c3332,9bcdb35d18fe13f70fe87c0a628f2b4d17e1571ef0fb72b455f2fe7b9a733c98,2,".text"
0031f160,0031f18f,48,"Clear","pml::PokeParty::Clear","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined __thiscall Clear(void)",false,"",eb9e2a0213ad3228bf91ec3c9c96f96874e02d73effc79b9c44425844f2e0a21,2241cc0b3e21cb72f45362f61e761596bb1e221b23958106c33e240bdc258572,12,".text"
0031f190,0031f1e7,88,"BATTLE_PARAM_SetPokeParty","BATTLE_PARAM_SetPokeParty","Global",ANALYSIS,ANALYSIS,"undefined __cdecl BATTLE_PARAM_SetPokeParty(int param_1, int param_2, uint param_3)",false,"",2c6fc20da873a9adfae585d0cdae1e99030b184db6bca3975153c758064b0831,9614f24c13a511c1e3fd2eeb64bf6b9ccdff9a2e813e8a693ec10e56646d8302,22,".text"
0031f1e8,0031f21b,52,"CopyFrom","pml::PokeParty::CopyFrom","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined __thiscall CopyFrom(int param_1)",false,"",d964ef72abb47829cabb0666ebde06a4dca37c62a4d390a64b1ee4f8156b33e7,041d52cf59026851edf3acf75f0eeae37bd2116663dbcbdc069e34508987ca69,13,".text"
0031f21c,0031f2d3,184,"AddMember","pml::PokeParty::AddMember","pml::PokeParty",ANALYSIS,ANALYSIS,"undefined4 __thiscall AddMember(CoreParam * param_1)",false,"",9db586e0905edbaebdf84bc684ae46e288110f2ae9b3609df3e754973b5edfb3,091b0b8791e52bdffc388df5e6f5c4ba5680620190b26afb2b01ec163a874b9a,46,".text"
0031f2d4,0031f35b,136,"PokeParty","pml::PokeParty::PokeParty","pml::PokeParty",ANALYSIS,ANALYSIS,"PokeParty * __thiscall PokeParty(int * param_1)",false,"",313ee27439b7612581685eb4b77a8cd5326b6c8b42d089bfa6f0e6ecace9004d,0bc173f5e6424a8515c8392917c3c749c06ce4a8c520a7df010dde1ace543503,34,".text"
0031f35c,0031f39b,64,"~PokeParty","pml::PokeParty::~PokeParty","pml::PokeParty",ANALYSIS,ANALYSIS,"PokeParty * __thiscall ~PokeParty(void)",false,"",c7fb534ba8a0fa5eaaa092fbfae1a103f8f6b49b1fd22138d9bdfd2c3e88aaf0,89e2394d80f52d1606894e53b38ce8866cafdc70ed2507610b23943dafb51253,16,".text"
